##Formulas are in linux filename wild-card
##Note switching from wild-card to regex formulas is by replacing '.*' by '*'
#Category	Sub-category	Source	Subtool
Histone variants and modifications (search by cell/tissue type)	Primary neutrophils f	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Primary neutrophils f
Histone variants and modifications (search by cell/tissue type)	Psoas Muscle	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Psoas Muscle
Histone variants and modifications (search by cell/tissue type)	Rectal Mucosa Donor 29	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Rectal Mucosa Donor 29
Histone variants and modifications (search by cell/tissue type)	Rectal Mucosa Donor 31	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Rectal Mucosa Donor 31
Histone variants and modifications (search by cell/tissue type)	Rectal Smooth Muscle	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Rectal Smooth Muscle
Histone variants and modifications (search by cell/tissue type)	Right Atrium	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Right Atrium
Histone variants and modifications (search by cell/tissue type)	Right Ventricle	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Right Ventricle
Histone variants and modifications (search by cell/tissue type)	Sigmoid Colon	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Sigmoid Colon
Histone variants and modifications (search by cell/tissue type)	Skeletal Muscle Female	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Skeletal Muscle Female
Histone variants and modifications (search by cell/tissue type)	Skeletal Muscle Male	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Skeletal Muscle Male
Histone variants and modifications (search by cell/tissue type)	Small Intestine	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Small Intestine
Histone variants and modifications (search by cell/tissue type)	Spleen	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Spleen
Histone variants and modifications (search by cell/tissue type)	Stomach Mucosa	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Stomach Mucosa
Histone variants and modifications (search by cell/tissue type)	Stomach Smooth Muscle	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Stomach Smooth Muscle
Histone variants and modifications (search by cell/tissue type)	Thymus	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=Thymus
Histone variants and modifications (search by cell/tissue type)	hESC Derived CD184+ Endoderm Cultured Cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=hESC Derived CD184+ Endoderm Cultured Cells
Histone variants and modifications (search by cell/tissue type)	hESC Derived CD56+ Ectoderm Cultured Cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=hESC Derived CD56+ Ectoderm Cultured Cells
Histone variants and modifications (search by cell/tissue type)	hESC Derived CD56+ Mesoderm Cultured Cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=hESC Derived CD56+ Mesoderm Cultured Cells
Histone variants and modifications (search by cell/tissue type)	iPS DF 19.11 Cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=iPS DF 19.11 Cells
Histone variants and modifications (search by cell/tissue type)	iPS DF 6.9 Cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=iPS DF 6.9 Cells
Histone variants and modifications (search by cell/tissue type)	iPS-15b Cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=iPS-15b Cells
Histone variants and modifications (search by cell/tissue type)	iPS-18 Cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=iPS-18 Cells
Histone variants and modifications (search by cell/tissue type)	iPS-20b Cells	Roadmap Epigenomics	Epigenomics2:Standardized Epigenome name=iPS-20b Cells
##Temporary Removed:
#Cancer mutations	ICGC, simple somatic mutations	ICGC	ICGC:File Name=simple_somatic_mutation
#Cancer mutations	ICGC, structural somatic mutations	ICGC	ICGC:File Name=structural_somatic_mutation
