MARK	EID	E-Mnemonic	Standardised epigenome name	Epigenome name (from EDACC Release 9 directory)	MARK CLASS	FNAME	NREADS	FRAGLEN	FCC	RLEN	RCC	MINLEN	MINCC	NSC (Signal to noise)	RSC (Phantom Peak)	SPOT	FindPeaks	Poisson	%of Impute Top 1% in Observed Top 1%	Correlation of Imputed with Observed
H3K9ac	E121	MUS.HSMMT	HSMM cell derived Skeletal Muscle Myotubes Cell Line	HSMMtube_Skeletal_Muscle_Myotubes_Derived_from_HSMM	Core	E121-H3K9ac.tagAlign.gz	23905364	200	0.3510992682	35	0.3268887	1500	0.2697055	1.301788	1.423385	0.384	0.379	0.466	70.7	0.831
H3K9ac	E122	VAS.HUVEC	HUVEC Umbilical Vein Endothelial Cells Cell Line	HUVEC_Umbilical_Vein_Endothelial_Cells	Core	E122-H3K9ac.tagAlign.gz	15979446	200	0.3863901902	40	0.3404533	1500	0.2193201	1.761764	1.379226	0.523	0.513	0.55	81.4	0.879
H3K9ac	E123	BLD.K562.CNCR	K562 Leukemia Cell Line	K562_Leukemia	Core	E123-H3K9ac.tagAlign.gz	26133812	210	0.4201179678	35	0.3919323	1500	0.3089782	1.359701	1.339774	0.4	0.395	0.465	77.6	0.891
H3K9ac	E124	BLD.CD14.MONO	Monocytes-CD14+ RO01746 Cell Line	Monocytes-CD14+_RO01746	Core	E124-H3K9ac.tagAlign.gz	16055943	270	0.267641104	35	0.2399229	1500	0.193215	1.385198	1.593438	0.302	0.261	0.367	77.9	0.792
H3K9ac	E125	BRN.NHA	NH-A Astrocytes Cell Line	NH-A_Astrocytes	Core	E125-H3K9ac.tagAlign.gz	30000000	225	0.4035817603	40	0.3785724	1500	0.3125574	1.291224	1.378844	0.352	0.337	0.424	85.5	0.955
H3K9ac	E126	SKIN.NHDFAD	NHDF-Ad Adult Dermal Fibroblast Primary Cells	NHDF-Ad_Adult_Dermal_Fibroblasts	Core	E126-H3K9ac.tagAlign.gz	25251057	175	0.3500790586	35	0.3286661	1500	0.272575	1.28434	1.381753	0.277	0.262	0.339	78.4	0.867
H3K9ac	E127	SKIN.NHEK	NHEK-Epidermal Keratinocyte Primary Cells	NHEK-Epidermal_Keratinocytes	Core	E127-H3K9ac.tagAlign.gz	19522411	180	0.4243221446	45	0.3868074	1500	0.2527779	1.678636	1.279899	0.509	0.503	0.547	84.7	0.925
H3K9ac	E128	LNG.NHLF	NHLF Lung Fibroblast Primary Cells	NHLF_Lung_Fibroblasts	Core	E128-H3K9ac.tagAlign.gz	15336172	155	0.2784146765	35	0.2522208	1500	0.1813596	1.535152	1.36965	0.309	0.277	0.342	72.8	0.805
H3K9me1	E017	LNG.IMR90	IMR90 fetal lung fibroblasts Cell Line	IMR90_Cell_Line	Class1	E017-H3K9me1.tagAlign.gz	32746893	105	0.3405023419	45	0.3259243	1500	0.3115967	1.092766	2.017486	0.19	0.15	0.43	21.2	0.405
H3K9me1	E122	VAS.HUVEC	HUVEC Umbilical Vein Endothelial Cells Cell Line	HUVEC_Umbilical_Vein_Endothelial_Cells	Class1	E122-H3K9me1.tagAlign.gz	19354085	195	0.2127907929	35	0.2197989	1500	0.2103927	1.011398	0.2549531	0.04	0.01	0.17	11.3	0.355
H3K9me1	E123	BLD.K562.CNCR	K562 Leukemia Cell Line	K562_Leukemia	Class1	E123-H3K9me1.tagAlign.gz	23478020	195	0.2563931946	35	0.2590842	1500	0.2510156	1.021423	0.6664795	0.05	0.02	0.26	16.4	0.401
H3K9me1	E127	SKIN.NHEK	NHEK-Epidermal Keratinocyte Primary Cells	NHEK-Epidermal_Keratinocytes	Class1	E127-H3K9me1.tagAlign.gz	22318128	155	0.2388078923	35	0.2445692	1500	0.2350375	1.016041	0.3955593	0.05	0.01	0.2	21.8	0.424
H3K9me3	E001	ESC.I3	ES-I3 Cell Line	ES-I3_Cell_Line	Core	E001-H3K9me3.tagAlign.gz	30000000	185	0.2990576107	35	0.3079796	1500	0.2876025	1.03983	0.5621554	0.058	0.016	0.216	30.1	0.569
H3K9me3	E002	ESC.WA7	ES-WA7 Cell Line	ES-WA7_Cell_Line	Core	E002-H3K9me3.tagAlign.gz	7322985	120	0.09422764807	30	0.09974515	1500	0.09078639	1.037905	0.3841219	0.133	0.041	0.316	11.9	0.296
H3K9me3	E003	ESC.H1	H1 Cell Line	H1_Cell_Line	Core	E003-H3K9me3.tagAlign.gz	30000000	100	0.2965239347	30	0.3161846	1500	0.279721	1.06007	0.4608144	0.133	0.132	0.287	47.3	0.667
H3K9me3	E004	ESDR.H1.BMP4.MESO	H1 BMP4 Derived Mesendoderm Cultured Cells	H1_BMP4_Derived_Mesendoderm_Cultured_Cells	Core	E004-H3K9me3.tagAlign.gz	30000000	130	0.2997102537	35	0.3046595	1500	0.290198	1.032778	0.6577608	0.048	0.018	0.163	35	0.554
H3K9me3	E005	ESDR.H1.BMP4.TROP	H1 BMP4 Derived Trophoblast Cultured Cells	H1_BMP4_Derived_Trophoblast_Cultured_Cells	Core	E005-H3K9me3.tagAlign.gz	30000000	115	0.2926738243	35	0.2986164	1500	0.2660533	1.100057	0.8175056	0.169	0.108	0.397	43.8	0.635
H3K9me3	E006	ESDR.H1.MSC	H1 Derived Mesenchymal Stem Cells	H1_Derived_Mesenchymal_Stem_Cells	Core	E006-H3K9me3.tagAlign.gz	30000000	130	0.3076417231	35	0.3189536	1500	0.292488	1.05181	0.5725811	0.092	0.037	0.311	30.2	0.583
H3K9me3	E007	ESDR.H1.NEUR.PROG	H1 Derived Neuronal Progenitor Cultured Cells	H1_Derived_Neuronal_Progenitor_Cultured_Cells	Core	E007-H3K9me3.tagAlign.gz	30000000	125	0.2922562245	35	0.3060956	1500	0.2781111	1.050861	0.5054628	0.091	0.054	0.21	35.4	0.581
H3K9me3	E008	ESC.H9	H9 Cell Line	H9_Cell_Line	Core	E008-H3K9me3.tagAlign.gz	30000000	120	0.3135560938	30	0.3406541	1500	0.2978616	1.05269	0.3667573	0.092	0.072	0.287	42	0.609
H3K9me3	E009	ESDR.H9.NEUR.PROG	H9 Derived Neuronal Progenitor Cultured Cells	H9_Derived_Neuronal_Progenitor_Cultured_Cells	Core	E009-H3K9me3.tagAlign.gz	30000000	180	0.306249219	35	0.3084352	1500	0.2970454	1.030985	0.8080745	0.084	0.031	0.304	28.1	0.496
H3K9me3	E010	ESDR.H9.NEUR	H9 Derived Neuron Cultured Cells	H9_Derived_Neuron_Cultured_Cells	Core	E010-H3K9me3.tagAlign.gz	30000000	115	0.3022642809	35	0.3044148	1500	0.292884	1.032027	0.8134967	0.069	0.014	0.243	19.6	0.383
H3K9me3	E011	ESDR.CD184.ENDO	hESC Derived CD184+ Endoderm Cultured Cells	hESC_Derived_CD184+_Endoderm_Cultured_Cells	Core	E011-H3K9me3.tagAlign.gz	30000000	265	0.3120836296	35	0.340559	1500	0.299178	1.043137	0.311873	0.178	0.159	0.445	46.8	0.744
H3K9me3	E012	ESDR.CD56.ECTO	hESC Derived CD56+ Ectoderm Cultured Cells	hESC_Derived_CD56+_Ectoderm_Cultured_Cells	Core	E012-H3K9me3.tagAlign.gz	18478765	180	0.2255759831	35	0.2612823	1500	0.2160095	1.044287	0.2113077	0.076	0.047	0.271	32.7	0.534
H3K9me3	E013	ESDR.CD56.MESO	hESC Derived CD56+ Mesoderm Cultured Cells	hESC_Derived_CD56+_Mesoderm_Cultured_Cells	Core	E013-H3K9me3.tagAlign.gz	30000000	220	0.30673445	35	0.338236	1500	0.295612	1.037625	0.2609434	0.112	0.092	0.376	51.6	0.751
H3K9me3	E014	ESC.HUES48	HUES48 Cell Line	HUES48_Cell_Line	Core	E014-H3K9me3.tagAlign.gz	30000000	155	0.3158777024	35	0.3538176	1500	0.304484	1.03742	0.2309522	0.103	0.125	0.369	55.5	0.784
H3K9me3	E015	ESC.HUES6	HUES6 Cell Line	HUES6_Cell_Line	Core	E015-H3K9me3.tagAlign.gz	30000000	155	0.3216852008	35	0.3536489	1500	0.3032858	1.060667	0.3653351	0.18	0.185	0.438	50.7	0.761
H3K9me3	E016	ESC.HUES64	HUES64 Cell Line	HUES64_Cell_Line	Core	E016-H3K9me3.tagAlign.gz	30000000	180	0.31697519	35	0.3613005	1500	0.3038928	1.043049	0.2278852	0.14	0.192	0.411	59.3	0.816
H3K9me3	E017	LNG.IMR90	IMR90 fetal lung fibroblasts Cell Line	IMR90_Cell_Line	Core	E017-H3K9me3.tagAlign.gz	30000000	130	0.3097928011	35	0.320319	1500	0.2882546	1.074719	0.6717179	0.149	0.095	0.387	39.8	0.693
H3K9me3	E018	IPSC.15b	iPS-15b Cell Line	iPS-15b_Cell_Line	Core	E018-H3K9me3.tagAlign.gz	15444243	175	0.1956516787	35	0.2128388	1500	0.1842163	1.062076	0.3995239	0.112	0.091	0.32	41.9	0.642
H3K9me3	E019	IPSC.18	iPS-18 Cell Line	iPS-18_Cell_Line	Core	E019-H3K9me3.tagAlign.gz	27465155	210	0.2979559761	35	0.332729	1500	0.2884426	1.032982	0.2148157	0.081	0.084	0.336	53.4	0.744
H3K9me3	E020	IPSC.20B	iPS-20b Cell Line	iPS-20b_Cell_Line	Core	E020-H3K9me3.tagAlign.gz	28347951	180	0.3070719012	35	0.3556475	1500	0.2926701	1.049208	0.2286821	0.148	0.184	0.383	63.9	0.817
H3K9me3	E021	IPSC.DF.6.9	iPS DF 6.9 Cell Line	iPS_DF_6.9_Cell_Line	Core	E021-H3K9me3.tagAlign.gz	30000000	110	0.302094494	35	0.3055129	1500	0.292482	1.032865	0.7376668	0.042	0.012	0.191	23.4	0.421
H3K9me3	E022	IPSC.DF.19.11	iPS DF 19.11 Cell Line	iPS_DF_19.11_Cell_Line	Core	E022-H3K9me3.tagAlign.gz	30000000	115	0.3082196735	35	0.3184059	1500	0.2918589	1.056057	0.6162939	0.096	0.053	0.295	32.1	0.527
H3K9me3	E023	FAT.MSC.DR.ADIP	Mesenchymal Stem Cell Derived Adipocyte Cultured Cells	Mesenchymal_Stem_Cell_Derived_Adipocyte_Cultured_Cells	Core	E023-H3K9me3.tagAlign.gz	30000000	185	0.3090806876	35	0.3195291	1500	0.2969176	1.040965	0.5379158	0.104	0.066	0.325	50.2	0.73
H3K9me3	E024	ESC.4STAR	ES-UCSF4  Cell Line	4star	Core	E024-H3K9me3.tagAlign.gz	23716344	155	0.3030362535	35	0.2894605	1500	0.2670705	1.134668	1.606331	0.119	0.096	0.353	40	0.586
H3K9me3	E025	FAT.ADIP.DR.MSC	Adipose Derived Mesenchymal Stem Cell Cultured Cells	Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells	Core	E025-H3K9me3.tagAlign.gz	30000000	185	0.3018452475	35	0.3128854	1500	0.2947832	1.023957	0.3901202	0.065	0.03	0.3	42.1	0.684
H3K9me3	E026	STRM.MRW.MSC	Bone Marrow Derived Cultured Mesenchymal Stem Cells	Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells	Core	E026-H3K9me3.tagAlign.gz	30000000	180	0.2979805345	35	0.3098718	1500	0.2923383	1.0193	0.3217958	0.045	0.025	0.23	36.4	0.664
H3K9me3	E027	BRST.MYO	Breast Myoepithelial Primary Cells	Breast_Myoepithelial_Cells	Core	E027-H3K9me3.tagAlign.gz	23321153	145	0.267456744	35	0.2827144	1500	0.2483657	1.076867	0.5558011	0.21	0.191	0.454	43.8	0.682
H3K9me3	E028	BRST.HMEC.35	Breast variant Human Mammary Epithelial Cells (vHMEC)	Breast_vHMEC	Core	E028-H3K9me3.tagAlign.gz	16619959	315	0.2013393294	35	0.2065215	1500	0.1944889	1.035223	0.5693217	0.09	0.065	0.41	22.1	0.508
H3K9me3	E029	BLD.CD14.PC	Primary monocytes from peripheral blood	CD14_Primary_Cells	Core	E029-H3K9me3.tagAlign.gz	25333602	200	0.3125923213	35	0.3230658	1500	0.2674384	1.168838	0.8117208	0.355	0.359	0.527	52.8	0.687
H3K9me3	E030	BLD.CD15.PC	Primary neutrophils from peripheral blood	CD15_Primary_Cells	Core	E030-H3K9me3.tagAlign.gz	24338419	190	0.2737241063	35	0.2897466	1500	0.2631481	1.04019	0.3976158	0.12	0.097	0.41	48.9	0.709
H3K9me3	E031	BLD.CD19.CPC	Primary B cells from cord blood	CD19_Primary_Cells_Cord_BI	Core	E031-H3K9me3.tagAlign.gz	13943470	140	0.1844921025	35	0.2202132	1500	0.172609	1.068844	0.2496224	0.158	0.127	0.343	29.7	0.443
H3K9me3	E032	BLD.CD19.PPC	Primary B cells from peripheral blood	CD19_Primary_Cells_Peripheral_UW	Core	E032-H3K9me3.tagAlign.gz	30000000	155	0.3056965089	35	0.3178725	1500	0.2980491	1.025658	0.385778	0.094	0.063	0.295	43.8	0.652
H3K9me3	E033	BLD.CD3.CPC	Primary T cells from cord blood	CD3_Primary_Cells_Cord_BI	Core	E033-H3K9me3.tagAlign.gz	14292311	135	0.1894766417	35	0.2275532	1500	0.1779534	1.064754	0.2323248	0.142	0.108	0.39	27.6	0.419
H3K9me3	E034	BLD.CD3.PPC	Primary T cells from peripheral blood	CD3_Primary_Cells_Peripheral_UW	Core	E034-H3K9me3.tagAlign.gz	15811716	165	0.2067753022	35	0.2375811	1500	0.1971009	1.049083	0.238991	0.135	0.113	0.365	32.9	0.449
H3K9me3	E035	BLD.CD34.PC	Primary hematopoietic stem cells	CD34_Primary_Cells	Core	E035-H3K9me3.tagAlign.gz	14536824	130	0.1955529563	35	0.2277085	1500	0.1785319	1.095339	0.3461211	0.215	0.206	0.424	42.7	0.62
H3K9me3	E036	BLD.CD34.CC	Primary hematopoietic stem cells short term culture	CD34_Cultured_Cells	Core	E036-H3K9me3.tagAlign.gz	26103738	130	0.2802537972	35	0.3138184	1500	0.2661495	1.052994	0.295881	0.111	0.083	0.275	50	0.705
H3K9me3	E037	BLD.CD4.MPC	Primary T helper memory cells from peripheral blood 2	CD4_Memory_Primary_Cells	Core	E037-H3K9me3.tagAlign.gz	30000000	225	0.2963202366	35	0.30815	1500	0.2915667	1.016303	0.2866455	0.028	0.015	0.142	30.7	0.595
H3K9me3	E038	BLD.CD4.NPC	Primary T helper naive cells from peripheral blood	CD4_Naive_Primary_Cells	Core	E038-H3K9me3.tagAlign.gz	30000000	215	0.2957885886	35	0.3091944	1500	0.2906032	1.017843	0.2789143	0.025	0.015	0.121	26.7	0.546
H3K9me3	E039	BLD.CD4.CD25M.CD45RA.NPC	Primary T helper naive cells from peripheral blood	CD4+_CD25-_CD45RA+_Naive_Primary_Cells	Core	E039-H3K9me3.tagAlign.gz	30000000	215	0.2961131523	35	0.3095182	1500	0.2916887	1.015169	0.248155	0.041	0.019	0.172	43.4	0.668
H3K9me3	E040	BLD.CD4.CD25M.CD45RO.MPC	Primary T helper memory cells from peripheral blood 1	CD4+_CD25-_CD45RO+_Memory_Primary_Cells	Core	E040-H3K9me3.tagAlign.gz	27340291	220	0.2780723524	35	0.3007592	1500	0.2715739	1.023929	0.2226611	0.04	0.024	0.18	33.1	0.606
H3K9me3	E041	BLD.CD4.CD25M.IL17M.PL.TPC	Primary T helper cells PMA-I stimulated	CD4+_CD25-_IL17-_PMA-Ionomycin_stimulated_MACS_purified_Th_Primary_Cells	Core	E041-H3K9me3.tagAlign.gz	30000000	215	0.2987250839	35	0.3103	1500	0.293331	1.018389	0.3178799	0.045	0.025	3	43.9	0.684
H3K9me3	E042	BLD.CD4.CD25M.IL17P.PL.TPC	Primary T helper 17 cells PMA-I stimulated	CD4+_CD25-_IL17+_PMA-Ionomcyin_stimulated_Th17_Primary_Cells	Core	E042-H3K9me3.tagAlign.gz	30000000	225	0.2951691699	35	0.3076578	1500	0.2906255	1.015634	0.2667683	0.034	0.015	0.152	33.3	0.612
H3K9me3	E043	BLD.CD4.CD25M.TPC	Primary T helper cells from peripheral blood	CD4+_CD25-_Th_Primary_Cells	Core	E043-H3K9me3.tagAlign.gz	30000000	240	0.2992183818	35	0.3180419	1500	0.2925034	1.022957	0.2629367	0.055	0.031	0.241	50.1	0.726
H3K9me3	E044	BLD.CD4.CD25.CD127M.TREGPC	Primary T regulatory cells from peripheral blood	CD4+_CD25+_CD127-_Treg_Primary_Cells	Core	E044-H3K9me3.tagAlign.gz	30000000	215	0.3013644846	35	0.3226324	1500	0.2943425	1.023857	0.2482156	0.059	0.039	0.282	48.4	0.724
H3K9me3	E045	BLD.CD4.CD25I.CD127.TMEMPC	Primary T cells effector/memory enriched from peripheral blood	CD4+_CD25int_CD127+_Tmem_Primary_Cells	Core	E045-H3K9me3.tagAlign.gz	26489913	225	0.2708324246	35	0.2906367	1500	0.2647774	1.022868	0.2341535	0.034	0.017	0.159	31.7	0.574
H3K9me3	E046	BLD.CD56.PC	Primary Natural Killer cells from peripheral blood	CD56_Primary_Cells	Core	E046-H3K9me3.tagAlign.gz	16243150	180	0.2046699793	35	0.2174356	1500	0.186735	1.096045	0.5841889	0.225	0.177	0.395	40.8	0.636
H3K9me3	E047	BLD.CD8.NPC	Primary T killer naive cells from peripheral blood	CD8_Naive_Primary_Cells	Core	E047-H3K9me3.tagAlign.gz	30000000	310	0.2974664731	35	0.3084298	1500	0.2920976	1.01838	0.3287289	0.038	0.021	0.153	43.7	0.683
H3K9me3	E048	BLD.CD8.MPC	Primary T killer memory cells from peripheral blood	CD8_Memory_Primary_Cells	Core	E048-H3K9me3.tagAlign.gz	30000000	235	0.2960233132	35	0.3073053	1500	0.2910304	1.017156	0.3067866	0.025	0.015	0.125	29.1	0.574
H3K9me3	E049	STRM.CHON.MRW.DR.MSC	Mesenchymal Stem Cell Derived Chondrocyte Cultured Cells	Chondrocytes_from_Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells	Core	E049-H3K9me3.tagAlign.gz	30000000	180	0.3000377437	35	0.3159517	1500	0.2929413	1.024225	0.3084017	0.06	0.033	0.304	41.7	0.707
H3K9me3	E050	BLD.MOB.CD34.PC.F	Primary hematopoietic stem cells G-CSF-mobilized Female	Mobilized_CD34_Primary_Cells_Female	Core	E050-H3K9me3.tagAlign.gz	30000000	145	0.3013236078	35	0.322341	1500	0.290597	1.036912	0.3379111	0.118	0.079	0.321	52.5	0.732
H3K9me3	E051	BLD.MOB.CD34.PC.M	Primary hematopoietic stem cells G-CSF-mobilized Male	Mobilized_CD34_Primary_Cells_Male	Core	E051-H3K9me3.tagAlign.gz	24606120	135	0.2852876702	35	0.30329	1500	0.2671222	1.068004	0.502255	0.268	0.29	0.522	54.9	0.763
H3K9me3	E052	MUS.SAT	Muscle Satellite Cultured Cells	Muscle_Satellite_Cultured_Cells	Core	E052-H3K9me3.tagAlign.gz	30000000	175	0.2959083062	35	0.3083495	1500	0.2904283	1.018869	0.3057824	0.031	0.016	0.196	25.2	0.58
H3K9me3	E053	BRN.CRTX.DR.NRSPHR	Cortex derived primary cultured neurospheres	Neurosphere_Cultured_Cells_Cortex_Derived	Core	E053-H3K9me3.tagAlign.gz	15968390	165	0.1971897391	35	0.2094269	1500	0.1884437	1.046412	0.4168121	0.164	0.145	0.381	49	0.697
H3K9me3	E054	BRN.GANGEM.DR.NRSPHR	Ganglion Eminence derived primary cultured neurospheres	Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived	Core	E054-H3K9me3.tagAlign.gz	21615461	150	0.2429747726	35	0.2530921	1500	0.2347328	1.035112	0.4489255	0.123	0.084	0.339	48.3	0.699
H3K9me3	E055	SKIN.PEN.FRSK.FIB.01	Foreskin Fibroblast Primary Cells skin01	Penis_Foreskin_Fibroblast_Primary_Cells_skin01	Core	E055-H3K9me3.tagAlign.gz	30000000	140	0.3166023614	35	0.313493	1500	0.2995464	1.056939	1.222948	0.151	0.109	0.484	37.7	0.627
H3K9me3	E056	SKIN.PEN.FRSK.FIB.02	Foreskin Fibroblast Primary Cells skin02	Penis_Foreskin_Fibroblast_Primary_Cells_skin02	Core	E056-H3K9me3.tagAlign.gz	30000000	170	0.306455172	35	0.3068072	1500	0.2984996	1.026652	0.9576256	0.08	0.02	0.415	31.5	0.57
H3K9me3	E057	SKIN.PEN.FRSK.KER.02	Foreskin Keratinocyte Primary Cells skin02	Penis_Foreskin_Keratinocyte_Primary_Cells_skin02	Core	E057-H3K9me3.tagAlign.gz	9888165	145	0.135087711	35	0.1389286	1500	0.1270046	1.063644	0.677884	0.248	0.241	0.47	40.3	0.6
H3K9me3	E058	SKIN.PEN.FRSK.KER.03	Foreskin Keratinocyte Primary Cells skin03	Penis_Foreskin_Keratinocyte_Primary_Cells_skin03	Core	E058-H3K9me3.tagAlign.gz	30000000	180	0.3188739933	35	0.3107244	1500	0.2991448	1.065952	1.703787	0.086	0.058	0.391	37.5	0.613
H3K9me3	E059	SKIN.PEN.FRSK.MEL.01	Foreskin Melanocyte Primary Cells skin01	Penis_Foreskin_Melanocyte_Primary_Cells_skin01	Core	E059-H3K9me3.tagAlign.gz	20445766	145	0.2336256667	35	0.2341443	1500	0.2246603	1.039906	0.9453137	0.102	0.054	0.306	43.1	0.633
H3K9me3	E061	SKIN.PEN.FRSK.MEL.03	Foreskin Melanocyte Primary Cells skin03	Penis_Foreskin_Melanocyte_Primary_Cells_skin03	Core	E061-H3K9me3.tagAlign.gz	25015133	140	0.2865320414	35	0.2742363	1500	0.2602333	1.101058	1.878076	0.117	0.095	0.36	38.5	0.589
H3K9me3	E062	BLD.PER.MONUC.PC	Primary mononuclear cells from peripheral blood	Peripheral_Blood_Mononuclear_Primary_Cells	Core	E062-H3K9me3.tagAlign.gz	30000000	295	0.2960545256	35	0.3029146	1500	0.2890206	1.024337	0.5062532	0.059	0.031	0.193	54.7	0.749
H3K9me3	E063	FAT.ADIP.NUC	Adipose Nuclei	Adipose_Nuclei	Core	E063-H3K9me3.tagAlign.gz	30000000	155	0.3057706716	35	0.3230006	1500	0.2952661	1.035577	0.3787553	0.101	0.07	0.304	54.4	0.763
H3K9me3	E065	HRT.AOR	Aorta	Aorta	Core	E065-H3K9me3.tagAlign.gz	27455320	125	0.3087971679	35	0.3024335	1500	0.2752655	1.121816	1.234235	0.178	0.098	0.419	33.8	0.571
H3K9me3	E066	LIV.ADLT	Liver	Adult_Liver	Core	E066-H3K9me3.tagAlign.gz	30000000	155	0.3075096514	35	0.3277659	1500	0.2963231	1.037751	0.3557745	0.094	0.068	0.33	50.3	0.746
H3K9me3	E067	BRN.ANG.GYR	Brain Angular Gyrus	Brain_Angular_Gyrus	Core	E067-H3K9me3.tagAlign.gz	30000000	175	0.2951154487	35	0.3057304	1500	0.2896941	1.018714	0.3380668	0.037	0.015	0.152	34.2	0.586
H3K9me3	E068	BRN.ANT.CAUD	Brain Anterior Caudate	Brain_Anterior_Caudate	Core	E068-H3K9me3.tagAlign.gz	30000000	155	0.3003051417	35	0.314993	1500	0.2919544	1.028603	0.362468	0.058	0.027	0.225	42.1	0.656
H3K9me3	E069	BRN.CING.GYR	Brain Cingulate Gyrus	Brain_Cingulate_Gyrus	Core	E069-H3K9me3.tagAlign.gz	30000000	170	0.2960130572	35	0.3080846	1500	0.2903214	1.019605	0.3204169	0.044	0.019	0.171	39.5	0.633
H3K9me3	E070	BRN.GRM.MTRX	Brain Germinal Matrix	Brain_Germinal_Matrix	Core	E070-H3K9me3.tagAlign.gz	11098064	115	0.1492146627	35	0.153432	1500	0.1384346	1.077871	0.7187945	0.23	0.228	0.405	43.6	0.632
H3K9me3	E071	BRN.HIPP.MID	Brain Hippocampus Middle	Brain_Hippocampus_Middle	Core	E071-H3K9me3.tagAlign.gz	30000000	235	0.2976452875	35	0.3141037	1500	0.2910418	1.022689	0.2863363	0.055	0.022	0.231	46.1	0.702
H3K9me3	E072	BRN.INF.TMP	Brain Inferior Temporal Lobe	Brain_Inferior_Temporal_Lobe	Core	E072-H3K9me3.tagAlign.gz	30000000	195	0.2965899874	35	0.3114534	1500	0.2899934	1.022747	0.3073899	0.051	0.021	0.2	43.9	0.679
H3K9me3	E073	BRN.DL.PRFRNTL.CRTX	Brain_Dorsolateral_Prefrontal_Cortex	Brain_Mid_Frontal_Lobe	Core	E073-H3K9me3.tagAlign.gz	30000000	155	0.2960507532	35	0.3079629	1500	0.2900211	1.02079	0.336067	0.043	0.018	0.167	36.8	0.609
H3K9me3	E074	BRN.SUB.NIG	Brain Substantia Nigra	Brain_Substantia_Nigra	Core	E074-H3K9me3.tagAlign.gz	30000000	160	0.2962301498	35	0.3082275	1500	0.2907216	1.018948	0.314666	0.048	0.019	0.181	40.9	0.645
H3K9me3	E075	GI.CLN.MUC	Colonic Mucosa	Colonic_Mucosa	Core	E075-H3K9me3.tagAlign.gz	11472457	155	0.1448521608	35	0.1633164	1500	0.1393137	1.039756	0.2307447	0.121	0.064	0.258	34	0.571
H3K9me3	E076	GI.CLN.SM.MUS	Colon Smooth Muscle	Colon_Smooth_Muscle	Core	E076-H3K9me3.tagAlign.gz	30000000	225	0.2935255122	35	0.305836	1500	0.2886292	1.016964	0.2845549	0.028	0.014	0.121	35.6	0.584
H3K9me3	E077	GI.DUO.MUC	Duodenum Mucosa	Duodenum_Mucosa	Core	E077-H3K9me3.tagAlign.gz	25131617	150	0.2694665811	35	0.2862386	1500	0.2627414	1.025596	0.2862132	0.075	0.046	0.312	42.9	0.67
H3K9me3	E078	GI.DUO.SM.MUS	Duodenum Smooth Muscle	Duodenum_Smooth_Muscle	Core	E078-H3K9me3.tagAlign.gz	30000000	220	0.296405319	35	0.3145244	1500	0.2889613	1.025761	0.2912012	0.068	0.036	0.246	52.1	0.748
H3K9me3	E079	GI.ESO	Esophagus	Esophagus	Core	E079-H3K9me3.tagAlign.gz	19123277	135	0.2359013643	35	0.2381061	1500	0.2112898	1.116483	0.917784	0.194	0.11	0.42	40.7	0.629
H3K9me3	E080	ADRL.GLND.FET	Fetal Adrenal Gland	Fetal_Adrenal_Gland	Core	E080-H3K9me3.tagAlign.gz	17483622	215	0.2297680919	35	0.263634	1500	0.2123383	1.082085	0.3397903	0.205	0.205	0.432	32.4	0.521
H3K9me3	E081	BRN.FET.M	Fetal Brain Male	Fetal_Brain_Male	Core	E081-H3K9me3.tagAlign.gz	30000000	140	0.2960797723	35	0.316252	1500	0.2890547	1.024304	0.2582993	0.045	0.025	0.159	26.2	0.459
H3K9me3	E082	BRN.FET.F	Fetal Brain Female	Fetal_Brain_Female	Core	E082-H3K9me3.tagAlign.gz	30000000	135	0.3039322157	35	0.3120557	1500	0.2954864	1.028583	0.5097279	0.083	0.07	0.295	48.5	0.677
H3K9me3	E083	HRT.FET	Fetal Heart	Fetal_Heart	Core	E083-H3K9me3.tagAlign.gz	17982142	125	0.2034251856	35	0.215233	1500	0.1981636	1.026552	0.308247	0.057	0.02	0.171	14.8	0.33
H3K9me3	E084	GI.L.INT.FET	Fetal Intestine Large	Fetal_Intestine_Large	Core	E084-H3K9me3.tagAlign.gz	16222704	180	0.2014822632	35	0.218419	1500	0.1843513	1.092926	0.5028508	0.182	0.154	0.368	36.1	0.515
H3K9me3	E085	GI.S.INT.FET	Fetal Intestine Small	Fetal_Intestine_Small	Core	E085-H3K9me3.tagAlign.gz	23116257	170	0.2618319999	35	0.265956	1500	0.2412993	1.085092	0.8327416	0.181	0.147	0.35	49.6	0.667
H3K9me3	E086	KID.FET	Fetal Kidney	Fetal_Kidney	Core	E086-H3K9me3.tagAlign.gz	27700402	90	0.2804404423	35	0.2907542	1500	0.2745876	1.021315	0.3620318	0.035	0.016	0.105	16.3	0.339
H3K9me3	E087	PANC.ISLT	Pancreatic Islets	Pancreatic_Islets	Core	E087-H3K9me3.tagAlign.gz	22101115	135	0.2470319346	35	0.2602349	1500	0.2373529	1.040779	0.4229978	0.108	0.059	0.317	32.4	0.541
